name,addresse,cat1,cat2,review_num,score_min,score,review,reviews_date,reviews_id
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,2,"음식이 대부분 겉이 건조하고,,, 재료본질도 중요하겠지만 보관(진열) 및 관리를 좀 잘 해야 할 것 같아요.  가짓수가 많은것도 아닌데 가짓수를 줄이더라도 좀 품질을 신경써야 할듯   서빙하는 친구들도 다 학생들 같던데 ",2022.01.08.,JFK
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,3,,2021.03.23.,해그리드
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,3,쏘쏘한 뷔페..,2020.03.09.,김주
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,1,너무 맛없어..,2020.02.15.,박현수
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,3,여느곳들과 별 다를건 없는곳,2020.02.05.,홍승희
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,4,몇번 가봤는데 그냥 무난한 뷔페입니다 맛 나쁘지 않아요,2019.12.19.,코난
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,5,네비 찍으니 쎄쎄쎄 딱 나오네요 이름이 잼나서 혹시나 했는데 찾기 쉽고  찾아오니 엄청 럭셔리하고 고급스러운 곳이네요 음식도 기대되네요~,2018.05.04.,HSA
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,5,저번주에 친구놈 아들 돌잔치로 방문한 쎄쎄쎄 어차피 부페가 거서거라는 생각 이어서  그닥 기대 안하고 먹는대 음식이야 개인 입맛이니 차이가 있겠지만 제 입맛엔 딱이더라고요!!!ㅋ 다이어트 중인대 생각 없이 흡입 ㅋㅋ 후식으로 아이스크림까지 챙겨 먹고 왔내요; 두번째 오는거여서 올때 마다 느끼는 거지만 위치나 교통편 또한 좋은 듯해요~추천!,2018.05.03.,그니
쎄쎄쎄,경기 부천시 신흥로 190-1 위브더스테이트 201동 3층 (우)14549,뷔페,"['쎄쎄쎄 뷔페식(대인)\n38,500', '쎄쎄쎄 뷔페식(소인)\n16,500']",79,2.8,1,"? 와 수저 너무 지저분하고, 식탁보에 김치국물이 그대로.  여기 위생 믿을 수 있나요? 여기 김치국물 묻어있.. 했더니 알바 겁나 띠껍게 “닦아드릴게요~”하면서 말 끊기. 왜 나한테 성질내는지 이해 불가. 바닥에는 죽은 파리. 식탁보 여기 교체 안함. 그냥 쓱쓱 헹주로 닦고 끝.  위생의 기본이 안되어있음. 고딩 알바 많이 쓰는 것 같은데 인건비 생각해서...",2018.04.28.,-
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,"먹어본 라멘중에 여기가 제일 맛있었어영 마제소바는 안 먹어봤는데 매운 거 좋아하시는 분들이면 카라이멘 완전 강추해요!!! 그리고 가끔 좀 짜긴 한데, 육수 더 달라고 하면 주셔서 괜찮아용",2022.05.23.,먹는거에 진심인 사람
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,,2022.05.21.,JHPHJK
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,4,정확히는 3.5점..  존맛까진 아니고 맛있는데 내부가 어수선함,2022.04.07.,어흥
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,마제가 제일 맛있음,2022.03.21.,18
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,2,시로이랑 마제먹었는데 짜도 너무너무 짰어요 머리아팡,2022.03.15.,하이브리드샘이솟아리오레이비
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,3,카라이라멘 안 느끼하고 맛있었다. (한국인은 역시 매운맛+마늘) 시로이라멘은 나한텐 좀 느끼했다,2022.03.14.,내미각맘대로별점
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,"22. 03월 방문 이번엔 카라이, 마제멘도 먹어봤는데 카라이 라멘은 돈코츠보다 육수의 진함이 덜한 것 같음. 마제멘은 다른 곳과 견주어도 정말 맛있는 곳!! 이제 또 가게된다면 시로이멘과 마제멘 먹을 듯 하다. -------------------------------------------- 평소에 부탄*같은 진한 돈코츠 라멘을 좋아하는데 소문 듣고 와봤음...",2022.03.13.,4-5점만 씀
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,먹고 맛있어서 오열함. 국물이 좀 진한데 싱겁게 해달라고 하면 해주신다고 합니다. 마제면을 꼭 먹어야함. 꼭,2022.03.08.,구승희
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,너무 맛있어요... 시로이멘 기본 양도 많은데 국물추가 면추가 양도 상당히 푸짐해요. 마제멘도 진짜맛있어요! 차슈가 너무 부드러워서 젓가락 대면 으스러져요...,2022.03.06.,김도연
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,도니쿠 마제멘 미쳤다..!,2022.03.01.,노태호
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,라멘집 중엔 젤 괜찮은 것 같아요,2022.01.11.,나는파이리가좋아
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,국내에서 잇쇼니보다 맛있는 돈코츠라멘은 못 먹어봄. ,2021.11.24.,보보봉
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,"녹진한국물 잘 삶겨진 면, 냄새안나고 부드러운 차슈 뭐 완벽스0-0!!!!!!! 너무너무 친절하고 맛나요 라멘은 무조건 잇쇼니로 가야겠네요 ",2021.11.13.,.
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,,2021.10.09.,삐
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,21.09.09  별4 -> 별5 -> 별5  더 맛있어 졌다. 도니쿠 마제면을 먹기위해 이곳에 와도 좋을 맛!  비벼먹는 라멘에 늘 실망했었다. 매체에서 보던것과 실제 먹었을때 차이가 좀 컸고 유명하다는 곳에서 조차도 비릿한 맛 때문에 안좋은 기억이 있다.  그러던중 가게명까지 붙여둔 간판 메뉴를 한번은 먹어야 겠다 싶어 기대없이 시켜 먹었다.  처음에는...,2021.09.09.,corun
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,여기 라멘집 여지껏 먹어본곳과는 다르게 정말 맛있습니다. 지인 잠깐만나러가서 소개받고 왔는데 이거먹고싶어서 다시오고깊을정도로 맛좋습니다.  또 여기 국물이 좀 다른집보단 느끼하지않고  적당하고 깔끔하게느껴졌습니다.,2021.09.08.,평가원
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,4,옛날엔 맛있었는데 요즘은 고기인지 계란인지 거기서 비린내? 잡내? 같은게 많이 났어요 옛날5점 요즘 3점해서 평균4점 냈습니다,2021.08.29.,따오
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,3,매운 돈코츠 라멘이 신라면 맵기로 느끼하지 않아 좋았슴당~ 근데 저 아래에 담배 피고 손 안 씻고 조리한다는 리뷰가 있는 걸 뒤늦게 발견했네요.. ㅠㅠ,2021.08.28.,mong
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,2,마제멘은 정말..정말 짜요..ㅜ,2021.07.26.,둘째
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,"정말...중동으로 이사와서 기쁠수 있는 이유는.... 저희 집앞에 잇쇼니가.... 있기 때문입니다..... ... .. 최고의 맛집..,",2021.06.12.,지혜
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,3,고춧가루로 매운 맛을 내서 텁텁합니다 덜 맵게 먹으면 텁텁함이 덜할 수 있을 것 같습니다 다른 분들 리뷰 보고 더 맵게 시켰는데 약간 후회했습니다,2021.05.23.,ㅎ
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,"5번정도 카라이멘을 먹으러 간 집 주변에 이만한 라멘집이 없는것같다 퀄리티 좋은 차슈와 간장간 적당한 계란,  보통으로 먹으면 약간 느끼한 면이 없잖아 있어서 카라이멘 보통보다 약간 맵게 차슈추가로 먹으면 참 맛있다 마늘은 2개정도 넣어 먹는것을 추천 국물맛이 진하게 살아난다",2021.04.28.,찬승
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,3,비쥬얼은 투박하지만 맛은 나름대로 괜찮다.  시로이멘.,2021.02.27.,고독한 탐식가
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,5,맛있어요. 맛있어서 두번 갔다왔습니다. 또 갈게요~,2021.01.30.,조준영
잇쇼니라멘 본점,경기 부천시 신흥로 170-1 위브더스테이트 상가6동 125호 (우)14549,일본식라면,"['시로이멘\n8,000', '잇쇼니 마제멘\n8,500', '카라이멘\n8,500', '차슈덮밥\n8,000', '치킨가라아게 (7조각)\n5,000', '도니쿠 잇쇼니마제멘\n10,000', '']",35,4.1,1,직원이 담배피고 와서 손 안씻고 조리 함,2021.01.15.,ㅇㅅㅇ
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,2,가격올랐어요 커플세트 78000원부터 시작입니다. 두번 갈 곳은 못되네요. ,2022.04.06.,popo
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,자연 갬성으로 가는거라 가시는분들 다뜻하게 입고 정말 캠핑간다생각하고 가세요 너무좋아요 !! 낮에가는것도 강추!!!,2022.04.03.,kji
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,1,춥고 비싸요. 밑에가 뚫려있어서 발이너무 시려웠습니다. 청소도안되어있어서 낙엽그대로있고 더러웠어요. 재방문절대안합니다,2021.12.05.,현환
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,"모든게 만족스러운 캠핑식당이였습니다. 고기의 질도 너무좋아서 맛있었고, 특히 사장님이 너무친절하셨어요.감사합니다",2021.11.22.,예비기사
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,3,커플세트 보통,2021.11.22.,moo
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,1,다른 리뷰들 처럼 분위기나 음식은 다 괜찮았고 재방문 의사도 충분했었으나 손님 응대 부분에서 너무 어이가 없고 기가차서 별점 1점도 아깝네요. 내 살다살다 식당에서 쫒겨나기는 또 처음이네요. 음식도 남았고 술도 남았는데 본인들 퇴근해야 한다며 테이블 치우면서 나가라고 하고..정말 내돈 쓰면서 기분 팍 상했네요.,2021.10.04.,김세화
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,4,애들 놀공간만더있으면 만점입니다,2021.05.09.,jongil
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,캠핑분위기 물씬 느낄수 있어요!  맛있는 음식도 먹을 수 있어서 대만족  서울 근교에서 가족들함께 바베큐 즐길수 있는 맛집 ,2020.10.08.,Gwen
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,,2020.09.13.,임정규
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,,2020.07.29.,may
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,1,,2020.06.21.,가
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,4,캠핑 분위기 내고 바람쐬며 고기먹기 좋아요 직원들 친절하고 삼겹살 맛있어요 소고기도 괜찮긴한데 삼겹살에 비해 살짝 아쉽,2020.05.31.,흐린날
여월가든,경기 부천시 원미로281번길 123 (우)14486,"육류,고기","['소고기세트\n127,000\n소살치살(200g)+갈비본살(250g)+부채살(250g)+등심(300g)', '모듬세트\n99,000\n소살치살(200g)+삼겹살(300g)+목살(300g)+왕새우(4마리)+수제소세지(200g)', '돈육세트\n75,000\n삼겹살(300g)+목살(300g)+항정살(200g)+수제소세지(200g)', '커플세트\n66,000\n살치살(200g)+목살(200g)+수제소세지(200g)+왕새우(2마리)']",86,3.5,5,분위기굿 친절도굿  찿아가기어려운만큼 갔다오면후회도없는곳,2019.12.25.,상한가전문
부천아귀,경기 부천시 계남로301번길 6 1층 (우)14530,아구,"['아구찜 (소)\n33,000', '백아구찜 (소)\n33,000', '해물찜 (소)\n37,000', '해물탕 (소)\n37,000', '별난찜(소)\n39,000']",50,4.5,4,일단 분위기가 카페줄 ㅎ 이단은 음식맛에 뽕 ㅎ,2021.02.01.,강은정!
부천아귀,경기 부천시 계남로301번길 6 1층 (우)14530,아구,"['아구찜 (소)\n33,000', '백아구찜 (소)\n33,000', '해물찜 (소)\n37,000', '해물탕 (소)\n37,000', '별난찜(소)\n39,000']",50,4.5,5,반찬까지 다 맛있고 친절하심,2021.01.13.,cji
거궁 부천점,경기 부천시 중동로262번길 102 미관광장8호 지하주차장 지하1층 (우)14548,한정식,"['거한상\n16,000', '(특)거한상\n25,000', '갈비찜거한상(목뼈)\n29,000', '행복한거한상\n31,000', '소갈비구이거한상\n32,000', '보리굴비거한상\n33,000', '', '']",54,2.3,1,웨이팅 너무길고 음식도 너무 늦게나와요!!!  이럴거면 예약제로 하셔야할등. ,2022.05.08.,수영
거궁 부천점,경기 부천시 중동로262번길 102 미관광장8호 지하주차장 지하1층 (우)14548,한정식,"['거한상\n16,000', '(특)거한상\n25,000', '갈비찜거한상(목뼈)\n29,000', '행복한거한상\n31,000', '소갈비구이거한상\n32,000', '보리굴비거한상\n33,000', '', '']",54,2.3,1,맛도없고 서비스도 좋지않고!왜그런 음식점이 있는지 궁금할 따름입니다.별점도 주고싶지 않습니다,2022.02.28.,유해란
거궁 부천점,경기 부천시 중동로262번길 102 미관광장8호 지하주차장 지하1층 (우)14548,한정식,"['거한상\n16,000', '(특)거한상\n25,000', '갈비찜거한상(목뼈)\n29,000', '행복한거한상\n31,000', '소갈비구이거한상\n32,000', '보리굴비거한상\n33,000', '', '']",54,2.3,3,"지하에 위치, 백화점입구 바로앞이며 매장은 넓고 환하다...음식이 맛없지는 않으나 가격대비해선 조금...떡갈비나 낙지볶음등은 좀 뜨겁게 나와줬으면...차로올때 초행시 백화점주차장입구와 공영입구가 인접해있어 순간 헥갈린다...공영쪽으로 들어가며 식사후 주차확인받아서 무료로 이용~",2021.12.20.,김병민
거궁 부천점,경기 부천시 중동로262번길 102 미관광장8호 지하주차장 지하1층 (우)14548,한정식,"['거한상\n16,000', '(특)거한상\n25,000', '갈비찜거한상(목뼈)\n29,000', '행복한거한상\n31,000', '소갈비구이거한상\n32,000', '보리굴비거한상\n33,000', '', '']",54,2.3,1,별 한개도 아깝습니다.  분위기도 움식도 별로지만 웨이팅이 넘 길어요.  상견례 자리였는데 분위기 망쳤어요.  기본적인 상인으로서의 양심이 없고 기분만 잡쳤습니다. ,2021.11.20.,이재성 K
거궁 부천점,경기 부천시 중동로262번길 102 미관광장8호 지하주차장 지하1층 (우)14548,한정식,"['거한상\n16,000', '(특)거한상\n25,000', '갈비찜거한상(목뼈)\n29,000', '행복한거한상\n31,000', '소갈비구이거한상\n32,000', '보리굴비거한상\n33,000', '', '']",54,2.3,5,상견례 진~~~짜 잘했습니다~ 평점이 왜 낮은지 모르겠네요ㅜ! 진짜 강추!!!!!!!!,2021.09.19.,.
